SEGMENTO,CIUDAD,UID,CANCEL_PREV,PESO,USD_SUBTOTAL,DESCUENTOS,CORTESIA,FALTANTES,PQRs,DEMORA,VOLVIO
Comercio,BOG,gPOaaldeFZOxXdU5MKh6yoPMekP2,0,99.5,56.09,0,0,1,0,6,1
Restaurante,CMX,gPSm8jtocfZoB9EBWXlr0aWtmAB3,0,20.5,32.78,0,0,0,0,5,0
Hogar,BOG,gPqRsWsnuNUXxzUfEmG2aEsAmEh1,0,30.6,28.11,0,0,0,0,3,1
Hogar,BOG,gQTTrexQkOQHrxbAhZuZ21X6dry1,0,88.0,80.96,0,0,1,2,9,1
Hogar,BOG,gQWdjWwpu3ZFfl18XCLTa4CI8KX2,0,28.2,22.2,1,0,0,0,8,1
Comercio,BOG,gQa5pICbhjbrhUAfqNcS4xf05rD2,0,2.0,25.18,0,0,0,0,9,1
Restaurante,BOG,gQmaMWm5U6gQRhH1vIhsZPsl9cV2,0,2.4,12.71,0,0,0,0,8,1
Comercio,BOG,gQwA5fIVOCbcBUtTJI20YGnxLV53,0,12.0,39.4,0,0,0,0,5,1
Restaurante,CMX,gQysNFF7dVcLWfDh4ESJd2TrOUD2,0,31.0,29.98,1,1,0,0,9,1
Comercio,CMX,gR3ze19JfQeLbk0xylOF79jLTu03,0,12.0,34.49,0,0,0,0,5,0
Restaurante,BOG,gRHeukikRlX7G2jdKCQkGEHcn4f2,0,51.0,28.13,1,0,0,0,5,1
Hogar,BOG,gRO0AIv36MNoiM19NhRNqMgODYH3,0,64.3,55.11,0,0,2,0,6,1
Restaurante,CMX,gRPLTwFm3YOWw6g9nmk47OdYrB13,0,4.0,4.81,0,1,0,0,7,1
Hogar,BOG,gRQXU3ZMyOdWWsHQZAbx3HVp6Ph1,0,60.7,49.87,0,0,0,0,5,0
Hogar,BOG,gRhpfjFphcTI5MiVXEJf4iQty7n1,0,34.6,29.29,0,0,0,0,3,1
Comercio,CMX,gRuxvNNtIrX9owVQB1pXjvT7swN2,0,15.0,22.48,0,0,0,0,9,0
Restaurante,BOG,gS387caADpMNqibPLyrdPW6nZyN2,0,55.1,34.09,0,0,0,0,10,1
Comercio,BAQ,gSBGgzCyp2SRsNAZnV7PvYhakzn2,0,61.5,107.44,0,0,1,0,6,1
Comercio,BAQ,gSGhCxxkpBd07ZPSW4CJb2xs3hE3,0,9.5,17.68,0,1,0,0,5,1
Hogar,BOG,gSOYcXsx4OdjwwZJA0UjrAobMRO2,0,41.2,34.23,0,0,0,0,6,0
Restaurante,BOG,gSSayuIGsVgqJK2IC96ATO0WYK52,0,15.44,22.23,0,0,0,0,7,1
Hogar,BOG,gSWu3GgH5ST5yqwjco0roUr1uws1,0,36.2,27.01,0,0,0,0,7,1
Hogar,BOG,gSZScFj0H8YFpz5eR0jrq3IYIh23,0,29.6,30.09,0,0,0,0,7,1
Restaurante,BOG,gSm8HRdJNpPAqQ9BpW2x8Iqp4v02,0,56.9,49.47,0,0,2,0,7,1
Comercio,BOG,gSu3g7EiQUezNtUUgSgScU9DucR2,0,16.0,57.72,0,0,0,0,5,1
Hogar,BOG,gSwMzyoGjLPMmbcZWN6BjAzjaXj2,0,89.4,60.07,0,0,1,0,8,0
Comercio,CMX,gT3daDqsGTZDQ2ghaG6q01QrKlr1,0,51.0,50.0,0,0,0,0,9,1
Hogar,BOG,gTEzkXTSKpOW0W1BGTiSQ5Z3XLh2,0,39.3,34.91,0,0,0,0,7,1
Hogar,BOG,gTIIAxmxqoQhDyk9Wvz5grgYuqG3,0,2.0,6.91,0,0,0,0,4,1
Hogar,BOG,gTYDRd7vzxTn0KE4KbEGQiQYYmd2,0,29.0,28.05,0,0,0,0,5,1
Restaurante,BOG,gTZLg1xcadbUmGOCpL7EBxm3yWB3,0,6.0,10.65,0,0,0,0,8,1
Institución,BOG,gTmeILBBDpPtvok3q4hgTug1kDp2,0,99.5,61.02,0,0,0,0,4,1
Restaurante,BOG,gTnbvGyh71f1UlJaNQlgr5WiYJw2,0,6.0,18.46,0,0,0,0,5,1
Hogar,BOG,gTx5Wc6hHKS5xfZP9Jqdp4lHIUG2,0,21.7,20.52,0,0,1,0,8,1
Comercio,BOG,gTyqZXtrFOPxS0Np2nxVEE7CVB03,0,3.0,20.25,0,0,0,0,7,0
Restaurante,BOG,gU7hNWGpWZM7fM1WMPJMGR1kfvx2,0,3.0,8.79,0,0,0,1,6,1
Restaurante,CMX,gUHLHbbiUuNCVC86ewWm1Afsty03,0,81.25,51.86,0,0,0,0,6,0
Comercio,BOG,gUTDWvX4CtX6H7jbemYFauWrLr92,0,29.0,23.61,0,0,0,1,6,1
Comercio,BOG,gUb8W29PxAaSyvHXb88t2T92D5F3,0,2.0,25.18,0,0,0,0,5,0
Hogar,BOG,gVLOSlapWrdqSS3S92RB8Lq0Ywp1,0,37.0,39.37,0,0,0,0,6,1
Comercio,CMX,gVN8eLaGNAcDrZJvGAWlxD2KGQb2,0,12.5,22.33,0,0,0,0,5,1
Hogar,BOG,gVOvLP5BZ6QEAHJYARVZU8ZBoZA3,0,60.7,51.23,0,0,1,0,5,0
Restaurante,BOG,gVaxMWJ2iUXrR2TXPIRGVc4VEGf2,0,68.85,44.25,0,0,0,0,8,1
Hogar,CMX,gVjz3n3sh7PuLp3whoyeAkTnwzM2,0,33.5,40.14,0,0,0,0,5,1
Restaurante,BOG,gVs2lqqaVzUyLAi8hpMQFeq3ta13,0,9.0,17.42,0,1,0,0,5,1
Hogar,BOG,gW7PNAhhbxYW3Z84kXC4EdUPGP13,0,44.9,30.18,0,0,0,0,8,1
Hogar,BOG,gW98GYkeb8RMtwpRQMtvMnfm7rN2,0,12.0,14.66,0,0,0,0,7,1
Institución,BOG,gWXv5FRfnWYw7dAVyCPqsvXLTiP2,0,38.0,37.66,0,0,0,0,7,1
Líderes de Comunidad,BOG,gWknfObsouZaR7ioSJF112fm6qF2,0,63.0,72.53,0,1,0,0,7,1
Hogar,BOG,gWlUd3ohxtWCXR8AaOvBMwVpzZE3,0,45.2,29.21,0,0,0,0,11,1
Restaurante,BOG,gWoANMfDpvVkrBv0q1UsHsyQ2tF3,0,25.0,62.35,0,0,0,0,2,0
Comercio,BAQ,gX0p5L8PBxc5mvEGFwlPROt7tB93,0,66.0,19.7,0,0,0,0,7,1
Comercio,CMX,gX6ej2TJmWaQZVr6AOZwqCcSUR52,0,350.0,244.46,0,0,0,1,4,0
Restaurante,CMX,gXDV25WxsYPfHlzHBXWd1hD9fIC3,0,19.0,23.24,0,0,0,1,6,0
Restaurante,CMX,gXTFwxh8ScXBHEjCZv1fljXkbcv1,0,13.0,35.1,0,0,0,0,8,1
Restaurante,BOG,gXnKMZ66EMbLvuMWkWHvdzjbWQD2,0,36.0,14.66,0,1,0,0,5,1
Restaurante,BOG,gXu2WcozOFZ2pOoC66IVAEOcCXI3,0,8.0,28.69,0,0,0,0,10,1
Comercio,BAQ,gYAvKgDjycWTgNQ5QwTkC3FUOrc2,0,23.0,25.52,0,0,0,0,4,1
Hogar,BOG,gYKp7w1aTChbKH0KJQcsBNscSfF3,0,122.4,62.81,0,0,0,0,14,0
Restaurante,BOG,gYSdn1Nux1ZDkwtzv7jsE0B2Gic2,0,80.4,39.53,0,0,0,2,12,1
Hogar,BOG,gYXUK6pMMMZImu95r0vCQY8BHA73,0,45.8,43.07,0,0,0,0,7,1
Restaurante,BAQ,gYdz3e8ispZVY0Ptop4ZjnTKjJ23,0,35.5,21.74,1,0,0,0,4,0
Restaurante,BOG,gYeFhsNldxXsczqW6ewmlUIIuY33,0,27.4,16.06,0,0,0,0,7,1
Hogar,BOG,gZ7J1YWv5Zh6TFCXF8j1v4rs3YJ2,0,15.0,21.26,0,0,0,0,8,1
Restaurante,BOG,gZBJoQam8iUo6JxeBt95yjKrczG3,0,25.94,21.2,0,0,0,0,6,0
Comercio,BOG,gZNZMEnoB9bvNXOMUQpTIyBK03j2,0,24.12,18.98,0,0,0,0,9,1
Hogar,BOG,gZe4bmST64MV19OC5imJqFEkDGu1,0,49.1,39.05,0,0,1,0,5,1
Restaurante,BOG,gZnRg6qoK4VZQZl7LHuJ6c4bYSb2,0,11.0,31.82,0,0,0,0,9,0
Hogar,CMX,ga4TsRqQpTYoZSefoEe9ocAMo3m2,0,10.0,8.63,0,1,0,0,5,1
Restaurante,CMX,gaE5dgqYEwVY2tJd7IigH7ZukC43,0,5.0,6.94,0,1,0,0,8,0
Comercio,BOG,gae4Y8omULSZttK5XekdVBoukW73,0,64.0,32.92,0,0,0,0,8,1
Hogar,BOG,garWCJJmDiVL9V1vo33pGIMmu6F2,0,3.99,12.14,0,0,0,0,4,1
Restaurante,BOG,gaw5WCXqNRXjs2iDIHge2yest8o1,0,6.0,16.23,0,0,0,0,6,1
Comercio,BOG,gbO1tQF33khSJkhHb3WLFCm4Ior1,0,9.9,14.15,0,0,0,0,6,1
Restaurante,BAQ,gbgTneDXkgeVZ46B9jZdsE0skrC3,0,174.0,73.19,0,0,0,0,7,1
Restaurante,BOG,gcCkihjoivZphIAXYaaH0JEtmsf1,0,12.0,30.43,0,0,0,0,5,1
Comercio,BOG,gcOWw7sSS1WwDp9n3I3pK9wMxDH2,0,9.0,15.97,0,0,0,0,5,1
Restaurante,BOG,gcOwEZGDaNPHzqU6ODX9qhL1fwf2,0,1.25,8.32,0,1,0,0,5,1
Comercio,BOG,gcPgiY6WJJTr0cY3VWIEMWiu3PD2,0,89.8,61.79,0,0,0,1,3,1
Restaurante,CMX,gcQvZsFd4kSmAvWv1FDItatoV612,0,20.25,20.19,0,1,0,0,7,1
Restaurante,CMX,gccf91qyYlRN3escNOTSMUS63R32,0,3.25,10.34,0,1,0,0,8,0
Hogar,BOG,gcfUfZsonVhwjrh8uMOUbJlX5nv1,0,50.8,44.27,0,0,2,0,10,1
Hogar,BOG,gcihSfxS3Nf8WpKkLX6FVIKSD8A2,0,62.5,56.83,0,0,1,0,8,1
Restaurante,BOG,gcsLXMdPENNM4ogMQxHOmNNwKtt2,0,30.5,30.92,0,0,0,0,7,1
Hogar,BOG,gdEB4bB4HOVozxmvcvu0pML5rvr1,0,25.5,17.92,0,0,0,0,7,0
Hogar,BAQ,gdLUwVSJLac1Rb5jLo4LcGguTEi2,0,56.2,46.06,0,1,0,0,7,1
Hogar,BOG,gdwzaRekQtcRBk40GDsKnfPloh92,0,37.1,33.11,0,0,0,0,9,0
Hogar,BOG,gdzS4eMWSlZ1q0FWBfbw1UFauEJ3,0,27.5,32.74,0,0,0,0,6,1
Hogar,BAQ,ge1F489XRkdOwv9di7Av1KO6mJw1,0,14.2,11.39,0,0,0,0,5,0
Comercio,BOG,ge5NQ0KOZIbgbTgnPTxVbjWpSFk1,0,4.0,27.99,0,0,0,0,7,1
Hogar,BOG,ge92xjvnsQWet6MJPw4PDMLFl1I2,0,35.5,32.6,0,0,0,0,9,1
Comercio,BOG,geETEV9wZMb5ELPF7rAzXmidf7L2,0,5.0,15.15,0,1,0,0,6,1
Hogar,BOG,geWRz9Sl27UWzbwkcmTdMTykTZD3,0,35.5,46.25,0,0,0,0,7,1
Hogar,BOG,geyXMYa92ucOiAojeMi7h6XxCL62,0,78.4,38.04,0,0,0,0,10,0
Comercio,BAQ,gf39BszBBFNMFa8IZyEmyBzOINm2,0,9.0,36.98,0,0,0,0,7,1
Líderes de Comunidad,BOG,gf87x1SvUgOH0TzUfVMgHDJxCuC3,0,58.0,27.03,0,0,4,0,7,1
Hogar,BOG,gfFC2p2l7eWj6wrRraF7X4zun9s2,0,17.2,14.05,0,0,0,0,11,1
Hogar,BAQ,gfFisFtGL3YwEM4EKaVuXgSZsA92,0,2.2,10.13,0,0,2,0,9,1
Comercio,CMX,gfLx662kRTgqH5jkWraCpOHF3eR2,0,21.5,19.94,0,1,0,0,10,1
Restaurante,BOG,gfPnldQvZxfRvCZRElKxRcnut7H2,0,5.0,14.37,0,0,2,0,10,1
Hogar,BOG,gfWCG17Yibhu7Smoan5JeXVMty42,0,23.7,27.47,0,0,0,0,8,1
Restaurante,BAQ,gfZP3siWlYO6gMakcEayZ0RlzH93,0,64.1,36.86,0,1,0,0,6,1
Restaurante,CMX,gfrC1z42eYTwL2t0jRZcDgjNpnh2,0,55.0,82.42,0,0,0,0,6,0
Comercio,BOG,gftZF9kmmnY7oKm26TIfzbuCmnH3,0,46.5,45.48,1,0,0,2,5,1
Restaurante,BOG,gg3LbBkHu5Uz0EXFtsx1KvGiS7w2,0,147.325,73.77,0,1,2,1,7,1
Comercio,CMX,ggER8CLfLGfzkY1esffNmf4lA9n2,0,12.0,28.36,1,1,0,0,6,1
Institución,BOG,ggYZeFNHq9YD9gZGyY2XOizODiz1,0,6.0,10.65,0,0,0,1,12,1
Comercio,BOG,ggfgZiC500eE8N2VlU3q8gkGirh2,0,13.0,16.61,0,0,0,0,10,0
Comercio,BAQ,gggYrgmVukPkM9ziT6r1Jyir32N2,0,18.0,35.64,0,0,0,0,8,0
Hogar,BOG,ggnCCAG3GESRFUl84oHHY6PnauI2,0,25.22,16.5,0,0,0,0,6,1
Hogar,BOG,ghC80oowxzYCJXutlSQ82Pnu4Py2,0,32.7,35.33,0,0,0,0,9,0
Comercio,CMX,ghNv8OYvVhSbMB0JfljEwvAwl5i2,0,8.0,22.51,0,0,0,0,9,1
Restaurante,BOG,gho0qdmI5LObxGKGonD17qSVvoH2,0,39.94,23.53,0,0,0,0,6,1
Hogar,BOG,ghx3Wo0UEuchqDDEBp5g6yONzh73,0,32.5,27.53,0,0,0,0,6,1
Comercio,BOG,gi55tWyHk7RHtEKPhYd0jekLFAw2,0,17.0,16.06,0,0,0,0,4,1
Hogar,BOG,giIfhjmxfGS6b7Iv5e4SjHsIkNg2,0,15.2,10.82,0,0,1,0,8,0
Restaurante,BOG,giMwdLuVD4PFxqL9nJgrQCSyk822,0,32.0,17.99,0,0,0,2,8,1
Comercio,BAQ,giiO7VpjHIPMwWbsP1bbNcJQHu73,0,48.6,52.02,0,0,0,0,4,1
Hogar,BOG,giw9suapa5fYQjTFjjX8sb6Jk172,0,5.0,10.92,0,0,0,0,12,1
Institución,BOG,gj267Oqly8eqpuTlapU1UZFzHeh2,0,35.94,39.5,0,0,0,1,6,1
Restaurante,BAQ,gj5Vp61clmOthH61KkIANknYAPt2,0,20.0,13.92,0,0,0,0,6,1
Hogar,BOG,gj7aGPqCiyRWwxji34sMIvIYoNg1,0,69.1,30.76,0,0,0,0,8,1
Hogar,BOG,gjp5tROpDxabxAwiQjhzYZ0wgYn2,0,53.9,46.75,0,0,0,0,10,1
Institución,BOG,gjr0U3nPRcZUvuS4dVXNqg8oMrz1,0,41.6,28.29,0,0,0,0,6,1
Restaurante,BOG,gjznATHhJFXNui1AMFBS6mpxJsc2,0,42.5,20.04,0,0,0,0,7,1
Restaurante,BOG,gkAfLo16KJUDe3nBtV9CVvcW38z2,0,31.0,20.42,0,0,0,1,4,1
Hogar,BOG,gkNIyUcin9cazzNQhILVcipBeJt1,0,53.1,35.89,0,0,0,0,10,0
Restaurante,BOG,gkOZV2B3CzLcr3wMdbAevUht0cI3,0,23.82,16.94,0,0,0,0,9,1
Hogar,BOG,gkq9ODcFpqXODSSNOde3NFAYfHc2,0,45.9,57.29,0,0,0,0,4,1
Comercio,BOG,glKbK1SvNoMDLKgGtnzNis45pGM2,0,72.7,70.31,0,0,0,0,6,1
Restaurante,BOG,glNFIrG8Yuf9xOJnF2taYeQDdpx1,0,12.0,16.58,1,0,0,0,9,1
Comercio,BAQ,glSaZJW2N1a0QRSJfOC5LZ9aL403,0,68.0,30.72,0,1,0,0,7,1
Restaurante,BOG,glTqcl9639TIwxYCQGfaHwraiwI3,0,31.5,14.5,0,0,0,0,4,1
Institución,CMX,glWaY485VofTXLpVsn8WY9Avgwh1,0,32.0,23.02,0,0,0,0,3,1
Restaurante,CMX,glXiRJKtKEe6wKswMVia0NsRHK12,0,10.0,188.47,0,0,0,1,9,1
Comercio,BAQ,glpxcxn7jOaggY1zMXg4i4BK7eC3,0,1.0,17.66,0,0,0,1,7,1
Comercio,BAQ,glsqxecXGNU5JoaL5kGtIdzMJwd2,0,31.0,17.38,0,1,0,0,8,1
Hogar,BOG,glupRSLW8zUlRf6uQPVCfiiMoBB2,0,30.5,39.32,0,0,0,1,3,1
Comercio,BOG,glyYApkvaXOPO07Cx9dreOWUQic2,0,50.0,574.87,0,0,0,0,10,1
Hogar,BOG,gmEpRe7E3vNrSunxmetI3JZpiO52,0,30.3,27.27,0,0,2,0,2,1
Restaurante,CMX,gmYRwzU64gRTCq5NmaMfySVYtDE2,0,43.2,33.56,0,0,0,0,6,1
Hogar,BOG,gmnmAPzUUnexcV0AOq5onCkoZEf1,0,60.0,46.37,0,0,0,0,5,1
Hogar,BOG,gmnq4UDuFxME8p65kyeKG8ysVVs1,0,12.5,8.74,0,0,0,0,3,0
Hogar,BOG,gmqVQ9KFJ8SZR1svrCX0FlDIMpg2,0,39.1,39.45,0,0,0,0,6,1
Restaurante,BOG,gmroBV4tbSPxMr1PY6jYAU5RIJs2,0,25.7,28.86,0,1,0,0,6,1
Hogar,BAQ,gnCA8BJL2LcGibUNCi2quazCcPg2,0,38.6,48.84,0,0,0,0,4,1
Comercio,BOG,gnCxiNKrOOaF8FZX6ihb7NB030y2,0,8.0,94.17,0,0,0,0,5,1
Hogar,BOG,gnPaJrzBOdU6bDAJI31OtyCo0m53,0,96.7,81.85,0,0,3,0,10,1
Hogar,BOG,gna7QuZZdKaxyEBe9N7pmD1jR4n2,0,34.0,27.27,0,0,0,0,3,1
Comercio,CMX,gnf0GojJOEU0FOZRuw8BFme9Xf53,1,4.0,131.84,0,0,0,0,8,1
Hogar,BOG,gnyONH4i8fNI7oLYEcMynhqNDjk1,0,41.8,27.72,0,0,1,1,9,1
Restaurante,BAQ,go7aajbqAsTs58vOAs3S03WbeWd2,0,72.5,48.82,0,0,0,5,6,1
Hogar,BAQ,goQiqmuhL6cTctJzV6WTYlesQdZ2,0,34.4,30.29,1,0,0,0,6,1
Hogar,BOG,goXtxjATbrXJiLti5FXw3CmR4aT2,0,88.1,90.21,0,0,1,0,6,1
Hogar,BOG,gpCDTK8aMWPmctPoZDJiM2jGo6p1,0,30.6,28.29,0,0,0,0,1,1
Restaurante,BAQ,gpXFZCkh5ZMV85bSCANlPNZg0Z83,0,47.5,30.08,0,1,0,0,6,1
Hogar,BAQ,gpfn94VBcdPzAwNDfc70y3Yzhfy1,0,28.5,40.62,0,0,1,0,2,1
Restaurante,CMX,gpvbhB70cad3jh9WsI4xuftlyRh1,0,15.0,18.25,0,0,0,0,5,0
Restaurante,BOG,gpyl8vcjccQgVa5eOcRRk2LKHzI2,0,39.42,30.22,0,0,0,0,7,1
Hogar,BOG,gq0wYrD1SOXHVMwyh2nVl6w62Fi1,0,18.1,18.6,0,0,0,0,7,1
Hogar,BOG,gq640it4gHZl4YDwUN5hsOhbeM22,0,35.6,33.99,0,0,0,0,7,1
Hogar,BAQ,gq7o7WAPfaO1JuwOdTorBvRPZQN2,0,47.7,34.06,0,0,1,0,6,1
Hogar,BOG,gq9Y5YWXhOWiDx5UFl5AX50KoEc2,0,23.0,22.34,0,0,1,0,5,1
Hogar,BOG,gqAF7waJIZa0Vg67sq41Y9SCnns1,0,56.2,45.18,0,0,2,0,6,1
Hogar,BOG,gqngvTY5y0f8gjs7GgKuf0qNzFq2,0,58.7,66.9,0,0,4,0,2,1
Restaurante,CMX,gqwhF1kcW7Xn8Nxdi8tj37KnMpF2,0,5.0,6.36,0,1,0,0,8,0
Líderes de Comunidad,BOG,gqyOOaK8MUM0hoIpqCTnDNNNIA32,0,13.0,28.09,0,0,1,0,15,1
Restaurante,BOG,gr0hgtARnYazll7Ak5fc2stLhVo2,1,3.0,8.95,0,0,0,0,12,1
Hogar,BOG,gr5HH16MuqZ8QnKuVO2XMgAjot92,0,44.1,47.54,0,0,0,0,4,1
Hogar,BOG,gr5llF5pSaPGAIgP3Pke8u8ID0m1,0,28.8,18.24,0,0,0,0,10,1
Hogar,BOG,gr8ht2qkHMQUQ95110pTLvUzeD33,0,125.5,67.25,0,0,0,0,5,1
Hogar,BAQ,grFO6yR3DmMQRbOn4n3Wvd87MRG3,0,49.4,45.84,0,0,1,0,8,0
Restaurante,BOG,grH1eAm6r5aaZhypWIsc2vdFjFj2,0,9.0,40.78,0,0,0,0,6,1
Hogar,BOG,grTaegzUPJN3Bc5bSXPEZBcc1183,0,55.0,45.83,0,0,0,0,6,1
Hogar,BOG,grWIIANIBuTYBaxxZ23Q5VMA4L13,0,42.7,34.57,0,0,0,0,6,0
Restaurante,BAQ,graU1QkjYLg4mNQP5TxcCO4S7AB3,0,22.0,31.4,0,0,0,0,9,1
Hogar,BOG,grrFe1xEwrfaKaoSDu5dKcGo6CB3,0,5.4,19.9,0,0,0,0,7,1
Comercio,BOG,gryphFEytTW2wMELBXymyY7P2OC3,0,7.0,27.76,0,0,0,1,7,0
Comercio,BOG,gsGa7jm0WpdvxwMkFDqzXtWr5C23,0,32.825,28.01,0,0,0,0,7,1
Comercio,BOG,gsLAIc656xhEj2QU8GoG1R3Eriw2,0,52.5,36.61,0,0,0,0,7,1
Comercio,BOG,gsYsjBve3ZZGz3vi1ZlZqdExEex2,0,74.0,77.24,0,0,0,0,10,1
Comercio,BOG,gsfpUFbgMPbpi7g0TGu1M5jbQWp2,0,140.0,583.08,0,0,0,0,6,1
Hogar,BOG,gt7sHR2NW4gWHAUtowRzFFXxoPu1,0,35.2,26.18,0,0,0,0,8,0
Hogar,BOG,gtNYirG7AyVYYq7yMY9co1iaXw93,0,7.0,23.08,0,0,0,0,8,1
Comercio,CMX,gtSGwMOuZ6aCgKapXwLdNd6KKSD3,0,22.0,22.84,0,0,0,1,3,1
Restaurante,BAQ,gtcj4mfIb6PfL9EsDaayA4CB7ul2,0,31.3,16.32,0,0,0,0,6,1
Hogar,BOG,gtfGzlgoyTZix82WMp8n8SponO93,0,29.8,27.57,0,0,0,0,9,1
Institución,BOG,gtlIhEzdHLWgzcRvcHAzrQrLWb92,0,5.5,8.12,0,1,0,0,6,0
Restaurante,BAQ,gtxqenzOYSgzCp1y0NabUndQIn43,0,23.2,18.55,0,0,0,0,9,1
Hogar,BOG,gtyimZtGaJg5oFrzmFbdcAUBGdT2,0,36.2,27.57,0,0,1,0,6,1
Hogar,BAQ,guCRuVTz1HbwcGwJzHWFr5gZ4LP2,0,17.5,23.03,0,0,0,0,6,1
Comercio,BOG,guQdVgN374dGUWX8ntOQ7IfxFsO2,0,29.5,16.18,0,0,0,0,6,1
Restaurante,BOG,guV6xrpsvaWO3ILCUMUkAmwgrE33,0,3.0,8.99,0,0,0,0,6,1
Comercio,BOG,guZFHwdGtaPHf19HNHSJoQ0bDhf2,0,52.5,30.67,0,0,0,1,14,1
Restaurante,BAQ,gubwBc8BGOcEVMSYdYiMy9W5aIr2,0,41.0,29.01,0,1,0,0,6,1
Hogar,BOG,gueqFraYdxXEfw95mcgmVm9DpG52,0,75.5,53.05,0,0,0,0,6,1
Hogar,BOG,gusbJUY7omZPxkorXc9E2Xbx9Mh2,0,30.5,29.31,0,0,0,0,9,0
Comercio,CMX,guxu5zcyX6Pks2I7090ElpXhi163,0,35.0,38.8,0,0,0,0,6,1
Restaurante,BOG,gv0utCLsBoNrpDNG2meAWhCcl4Q2,0,50.5,38.03,0,0,0,0,10,0
Hogar,CMX,gvEYWvfJjLe7Ljti3UgYML3BB6y1,0,22.85,24.32,0,0,0,0,4,1
Restaurante,BOG,gvFpPUiVsfR7yPuhFTMfTcQIgi23,0,22.44,14.8,0,0,0,0,5,1
Hogar,BOG,gvLov8flOidOVbO2BWqArrOTB3A2,0,3.0,12.2,0,0,0,0,10,1
Hogar,BOG,gvc38mfx8XWJN50FlaNpwwqRh562,0,6.0,21.16,0,0,0,0,8,1
Comercio,BOG,gvg2t9w55fU3IBjE6gmKQzR082z1,0,45.5,43.4,0,0,1,1,6,1
Hogar,BOG,gvnPM1N5h0WEYx6amhEpm3oowpx2,0,59.6,36.42,0,0,1,0,13,0
Hogar,BOG,gvzqcZEPkPea4qGULemORDmYCgD2,0,21.5,15.19,0,0,0,0,7,1
Restaurante,BOG,gwDqSJngrTXhFpzeR6zKlMzcw8t2,0,30.0,59.49,0,1,0,0,6,1
Comercio,CMX,gwP5rgwA1EX2U9jAc2wpKH2NLwr1,0,1.0,42.44,0,0,0,0,8,1
Comercio,BOG,gwXC0fo3TITymvINCw8vrcoeDGr2,0,70.6,54.66,0,0,0,0,5,1
Hogar,BOG,gweFBY1H2RNQTUk9Ws92aTpoEzz2,0,38.2,30.28,0,0,0,0,6,1
Hogar,BOG,gwhmlCGKkHTnZfY7k1CbFfXpRmg2,0,35.4,32.33,0,0,1,0,6,1
Restaurante,BOG,gxHW2b3tOhf0MG3BK3Of4rXgO0k1,0,14.4,38.24,0,0,0,0,6,1
Hogar,BOG,gxTjCiPELhT5OOhwGWxJgTLrJmp1,0,34.6,28.8,0,0,1,0,8,0
Hogar,BOG,gxqrccK1GQWSTxCYb4N9lm4hXuC3,0,61.715,59.78,0,0,0,0,9,1
Hogar,BOG,gy8TuFQH98bYxM8jQ4tmXgBVn0z2,0,56.5,50.44,0,0,3,1,11,1
Hogar,BOG,gyFpFIYFNqVJyUE82WkeeV6TcW63,0,106.3,124.81,0,0,0,0,6,1
Comercio,CMX,gyKXkAtPm0fcuYcNZBr43jl3iYM2,0,51.0,27.43,0,0,0,0,4,0
Institución,BOG,gygA7xbRY5PVm60ghw6yWwXCOnX2,0,43.4,32.04,0,0,0,0,8,1
Institución,CMX,gyh6kFyY7WTOtRtIS39ViljeFCD3,0,15.25,24.81,0,0,0,0,10,1
Restaurante,BOG,gykLEXPwj4VRhUz9FvG4NQVVb9f2,0,9.0,12.96,0,1,0,0,6,1
Restaurante,BOG,gypOqkGUN5f44YzsFgfBaogymSu2,0,4.0,13.62,0,1,0,0,4,1
Comercio,BOG,gyxPF2E2xBZMHZ67XMhuwMroFVx2,0,40.0,28.96,0,0,0,0,-6,0
Hogar,BOG,gz4j5FX1eeU6sqiMIEhroVfNKyD2,0,35.6,31.52,0,0,0,0,7,1
Hogar,BOG,gzFqa5HISQQg1UiW1Kk04c1Ckjn1,0,54.5,34.51,0,0,0,0,9,0
Hogar,BOG,gzRaKFJsYogvUXPJGGoUTsSUpxo1,0,41.5,28.02,0,0,0,0,8,1
Restaurante,BOG,gzWz67rhc5SOLPiVNqeMDXMX0K72,0,73.0,30.28,0,0,0,0,4,1
Restaurante,CMX,h01eRmzlMGTfbqfDkd1JLahTmCR2,0,5.0,3.02,0,1,0,0,12,1
Hogar,BOG,h04oxew8J3ebj71WR1ICBa2PNt02,0,47.4,32.88,0,0,2,0,6,1
Comercio,BAQ,h0JUK8USMQeydG1V8fK38ldYf5q1,0,82.0,32.21,0,1,1,0,5,1
Restaurante,CMX,h0RJwQJbPQMl5PZ25dj4JLv2sp03,0,29.5,28.1,0,0,1,0,6,1
Hogar,BOG,h0ZxltR6NOS9IGCDor3sm05LQ9t2,0,9.0,19.87,0,0,0,0,7,1
Hogar,BOG,h0cLs3EoKjQVjhGyrLoiEG1kW6o1,0,30.5,14.58,0,1,0,0,8,1
Restaurante,BOG,h0lbYwDojWdUX82cecGpC5CqP8z1,0,38.4,27.24,0,0,0,0,4,0
Hogar,BOG,h0mozVi3kKadSq4SXclPaYpAkwU2,0,39.25,32.79,0,0,6,0,9,1
Restaurante,BOG,h0v05L6POtfQ9C7HQRwaavFTPh22,0,11.0,31.35,0,1,0,0,6,1
Comercio,BAQ,h0znao7atFVHnpyqyIo71yLSQ6w1,0,72.0,23.39,0,1,0,1,9,1
